sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,3.58,0.67,0.80,3.83,2.98,6.41,2.98,-16.90
0.10,3.20,0.67,0.43,3.84,2.61,6.41,2.61,-18.38
0.25,-1.35,0.68,-0.63,3.79,2.21,6.42,2.21,263.63
0.50,-11.95,0.69,-0.52,3.77,-1.92,6.39,-0.52,95.64
0.75,-33.50,0.67,-1.82,3.74,-8.34,6.38,-1.82,94.58
1.00,-68.68,0.67,-3.39,3.79,-20.63,6.43,-3.39,95.06
