sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,-8.72,0.46,-10.53,3.57,-13.23,5.82,-10.53,-20.72
0.10,-10.86,0.46,-10.81,3.57,-13.06,5.80,-10.81,0.48
0.25,-14.03,0.46,-11.21,3.55,-13.68,5.81,-11.21,20.12
0.50,-23.13,0.46,-12.47,3.58,-13.93,5.82,-12.47,46.09
0.75,-30.93,0.46,-13.36,3.58,-13.68,5.81,-13.36,56.80
1.00,-41.09,0.47,-14.01,3.64,-13.94,5.83,-13.94,66.08
