sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,-32.14,0.44,-57.13,3.35,-64.92,5.57,-57.13,-77.75
0.10,-39.38,0.45,-61.41,5.01,-59.73,7.47,-59.73,-51.66
0.25,-64.22,0.45,-61.40,3.39,-62.75,5.56,-61.40,4.40
0.50,-127.71,0.45,-59.56,3.39,-64.65,5.56,-59.56,53.36
0.75,-241.70,0.45,-63.58,3.33,-63.39,5.56,-63.39,73.77
1.00,-394.83,0.44,-61.25,3.37,-65.30,7.30,-61.25,84.49
