sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,63.30,1.06,20.78,4.16,14.52,6.98,20.78,-67.17
0.10,48.05,1.08,16.08,4.16,5.13,7.06,16.08,-66.54
0.25,33.96,1.08,12.97,4.14,-6.50,7.01,12.97,-61.80
0.50,7.57,1.07,-2.96,4.14,-27.92,7.09,-2.96,-139.15
0.75,-23.34,1.11,-16.04,4.12,-54.24,7.04,-16.04,31.25
1.00,-50.77,1.07,-31.43,4.15,-84.96,7.07,-31.43,38.10
