sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,45.42,1.07,38.33,4.15,41.95,7.10,41.95,-7.63
0.10,38.12,1.07,31.06,4.17,28.75,7.06,31.06,-18.51
0.25,25.52,1.08,24.56,4.17,17.16,7.08,24.56,-3.73
0.50,5.32,1.08,10.84,4.16,-6.64,7.05,10.84,103.77
0.75,-19.08,1.09,-9.77,4.13,-35.37,7.05,-9.77,48.79
1.00,-47.74,1.09,-27.49,4.16,-66.71,7.08,-27.49,42.42
