sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,-8.51,0.46,-10.48,3.44,-13.23,5.74,-10.48,-23.13
0.10,-10.59,0.47,-10.79,3.53,-13.06,5.74,-10.79,-1.87
0.25,-13.90,0.47,-11.19,3.50,-13.67,5.75,-11.19,19.52
0.50,-22.40,0.46,-12.51,3.68,-13.96,7.65,-12.51,44.17
0.75,-30.64,0.47,-13.33,3.55,-13.67,5.75,-13.33,56.47
1.00,-40.89,0.46,-14.08,3.50,-13.92,5.74,-13.92,65.96
