sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,-415.06,0.86,-443.58,3.70,-419.57,6.42,-419.57,-1.09
0.10,-440.31,0.85,-459.55,3.80,-456.42,6.41,-456.42,-3.66
0.25,-478.17,0.86,-485.61,3.71,-507.87,6.42,-485.61,-1.56
0.50,-568.84,0.85,-550.02,3.82,-612.38,6.41,-550.02,3.31
0.75,-734.24,0.85,-628.64,3.79,-799.27,6.41,-628.64,14.38
1.00,-1043.75,0.86,-758.19,3.79,-1110.51,6.42,-758.19,27.36
