noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,3.43,3.20,0.81,4.01,-0.14,4.01,25.51
0.00,0.40,3.43,2.05,0.63,2.57,-38.57,2.57,25.27
0.00,0.80,3.43,-1.13,-1.37,1.04,-239.51,1.04,192.05
0.00,1.20,3.43,-5.84,-2.06,-0.48,-508.63,-0.48,91.75
0.00,1.60,3.43,-11.43,-3.17,-3.41,-813.14,-3.17,72.29
0.00,2.00,3.43,-14.86,-5.28,-5.06,-1122.63,-5.06,65.97
0.00,2.40,3.43,-18.39,-5.21,-5.98,-1391.24,-5.21,71.66
0.00,2.80,3.43,-22.00,-6.07,-7.24,-1580.01,-6.07,72.42
0.00,3.00,3.43,-24.08,-6.12,-7.48,-1667.30,-6.12,74.57
