noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,63.22,66.00,32.93,54.08,113.12,113.12,71.40
0.00,0.40,63.22,41.06,20.99,34.45,63.92,63.92,55.68
0.00,0.80,63.22,23.85,15.27,24.67,36.13,36.13,51.51
0.00,1.20,63.22,12.69,10.17,16.10,24.64,24.64,94.24
0.00,1.60,63.22,8.11,7.39,12.17,19.04,19.04,134.71
0.00,2.00,63.22,6.15,5.56,8.89,15.16,15.16,146.50
0.00,2.40,63.22,1.88,2.23,3.75,9.56,9.56,410.02
0.00,2.80,63.22,1.38,0.56,1.98,9.45,9.45,583.94
0.00,3.00,63.22,-1.87,0.46,1.84,9.16,9.16,590.65
