delay_k,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1,-428.58,0.30,-449.67,3.58,-444.64,6.63,-444.64,-3.75
2,-456.27,0.34,-454.79,3.62,-480.91,6.69,-454.79,0.32
3,-493.00,0.32,-480.31,3.67,-530.11,6.69,-480.31,2.57
5,-565.95,0.35,-522.14,3.62,-608.39,6.63,-522.14,7.74
8,-679.24,0.33,-581.81,3.56,-725.07,6.71,-581.81,14.34
