delay_k,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1,-441.34,0.33,-454.78,3.58,-453.68,6.74,-453.68,-2.79
2,-465.12,0.33,-463.50,3.68,-487.41,6.73,-463.50,0.35
3,-501.18,0.34,-484.80,3.73,-531.14,6.59,-484.80,3.27
5,-574.98,0.34,-527.28,3.71,-609.37,6.75,-527.28,8.30
8,-683.06,0.34,-591.15,3.65,-727.52,6.64,-591.15,13.46
