episode,run_0
500,-23.563393666778357
1000,-24.0104664445386
1500,-15.363615190909734
2000,-16.435435955375443
2500,-15.340594220796502
3000,-3.0554488916475258
3500,-3.9556648636150786
4000,-17.07314907016986
4500,-2.0112133204578058
5000,8.416156364651156
5500,8.972991736265035
6000,14.204669462322087
6500,17.031098746895154
7000,13.710383335341328
7500,16.378567237024306
8000,21.594855708888083
8500,18.84058594403322
9000,16.67309749895801
9500,14.136238518508264
10000,14.161202164231414
10500,15.032255810790401
11000,14.189746822952708
11500,14.16082670177052
12000,15.051451667756714
12500,14.101272228978706
13000,19.8257095281145
13500,19.97645129330108
14000,17.735635046985205
14500,17.255968061010297
15000,15.397400824923045
15500,15.343309054265799
16000,15.020849727838902
16500,15.355621400042725
17000,15.187981706146212
17500,15.516515061667524
18000,15.168197115818154
18500,15.154680541851844
19000,15.566592280221913
19500,15.633260851513711
20000,15.748082341816337
20500,15.079221318000513
21000,15.123261994583485
21500,15.080540883523204
22000,15.951420870850136
22500,16.462233774735136
23000,15.528944787010106
23500,15.310957172236051
24000,15.52523801470771
24500,17.00317122005355
25000,15.967821654941323
25500,13.862833096524957
26000,14.746706220878787
26500,15.470037369595687
27000,16.65803378907013
27500,16.946510772208633
28000,15.855824116671926
28500,14.918181671477246
29000,18.036340393063234
29500,16.275834450233706
30000,15.823863726252988
30500,16.511639408965173
31000,16.651622971756833
31500,15.52734038572568
32000,15.460497978452638
32500,14.934713373182094
33000,15.277717439907963
33500,14.457317217974412
34000,13.969315319542348
34500,15.377300659961566
35000,15.316413419069002
35500,15.481589118745775
36000,15.387860798472527
36500,15.24139078685668
37000,15.174112416602062
37500,15.09308246689973
38000,14.876610378675869
38500,15.276336719288233
39000,14.653029667764633
39500,15.25639867686004
40000,15.179752928296606
40500,15.800929920750194
41000,16.572632637961846
41500,15.253242619000593
42000,15.679686811588855
42500,15.488769910188445
43000,15.215998936220693
43500,15.139576935394274
44000,18.092846265037778
44500,16.153993700452165
45000,12.132820634108901
45500,11.663754558126241
46000,15.098185163153465
46500,15.658641827832785
47000,14.35685896729435
47500,14.030082492983079
48000,14.76145805909708
48500,15.028162719266405
49000,16.812977958533462
49500,13.776093388021469
50000,15.285752924684795
50500,15.944839525336235
51000,14.483405847401269
51500,13.196154604398748
52000,12.501113797467152
52500,14.460395033332563
53000,15.956699590216154
53500,15.645395314639204
54000,15.51682655148589
54500,16.324506108216767
55000,15.5875141353457
55500,16.777606032426753
56000,19.076203637415595
56500,17.69019808272997
57000,15.337249565316345
57500,14.433349782325367
58000,14.220414151811859
58500,13.900516260335811
59000,14.750263205773665
59500,17.116874468855816
60000,16.680485032059554
