episode,run_0
500,-149.7839173743489
1000,-147.69764077320687
1500,-140.3722022673
2000,-61.95461978345971
2500,-61.367432063869664
3000,-59.73643431856362
3500,-64.56313850490226
4000,-62.10678982808424
4500,-63.313789314046794
5000,-61.13205825509685
5500,-61.70985240176613
6000,-60.887592292076384
6500,-63.12069753151797
7000,-61.46831908278723
7500,-59.88004279228147
8000,-67.63375562881224
8500,-61.79384775801392
9000,-61.267097580491175
9500,-63.78054027639599
10000,-60.37394289443183
10500,-65.85536369546898
11000,-58.746459937820035
11500,-59.33513065570013
12000,-58.41740417899692
12500,-61.74486381133504
13000,-62.91935635575185
13500,-61.2768648121674
14000,-61.11601672376087
14500,-59.405117764498826
15000,-62.3267535207704
15500,-61.598278673362714
16000,-63.834250869596694
16500,-62.963035640895015
17000,-62.244092205427194
17500,-60.8346393153369
18000,-63.008476378304096
18500,-63.03922592797067
19000,-59.69222551875919
19500,-63.13079601232178
20000,-62.50668298945489
20500,-59.69827772640445
21000,-64.41574373503909
21500,-61.58506583057876
22000,-61.75612051968237
22500,-62.22250332273866
23000,-63.754968444650224
23500,-62.05343509691724
24000,-62.05425697852423
24500,-58.694394902250615
25000,-59.18884656341313
25500,-62.894576961077476
26000,-61.57522155802823
26500,-64.3745534646728
27000,-64.46602838721283
27500,-61.367218199218186
28000,-59.29434366010537
28500,-59.05677056239077
29000,-64.62336553311293
29500,-62.42666505073182
30000,-61.20550769523053
30500,-59.30319365088585
31000,-64.71928742271695
31500,-61.23046604731937
32000,-61.9672166603743
32500,-60.87161778696001
33000,-61.45972758791089
33500,-57.96016928661261
34000,-62.76001206915689
34500,-63.21129112487269
35000,-64.03827016830787
35500,-63.079604290221965
36000,-57.71279350896865
36500,-64.38003039049312
37000,-61.79072210460841
37500,-63.38819643065182
38000,-62.0694205303641
38500,-62.03286436661253
39000,-60.45270832936969
39500,-59.64809532532831
40000,-58.93997136413925
40500,-62.54634806954096
41000,-59.07815158998802
41500,-62.03376239767155
42000,-60.452766521196786
42500,-61.70445638694846
43000,-59.981950791558674
43500,-60.380992463420185
44000,-62.20198972972976
44500,-59.6339463596007
45000,-59.38107526791735
45500,-63.50633693939968
46000,-60.52621612576036
46500,-60.25201373679835
47000,-62.77728057807637
47500,-64.16899125999694
48000,-59.45594862197733
48500,-60.79460919075408
49000,-58.75211757405954
49500,-62.91025250925411
50000,-59.72746838630141
50500,-58.940339220522375
51000,-59.69346490741486
51500,-59.43893633764601
52000,-57.14917187006934
52500,-62.09437794929845
53000,-60.927735256677366
53500,-62.21440276634233
54000,-61.85148703363837
54500,-63.259631670719024
55000,-59.98825096043732
55500,-62.54243301095019
56000,-60.689783623223974
56500,-60.36593563643041
57000,-60.18322346850049
57500,-61.153090587345375
58000,-61.17955611499734
58500,-63.091133916350465
59000,-61.29041196330951
59500,-63.48520808767781
60000,-61.2016301602078
