episode,run_0
500,-139.8229609454783
1000,-137.62206236198946
1500,-420.77633276939093
2000,-183.71401001825214
2500,-87.2600992428455
3000,-66.21793893610756
3500,-65.883418788866
4000,-63.811791028555106
4500,-63.74015414723998
5000,-63.13509968348283
5500,-63.38176189451685
6000,-65.04960621030567
6500,-63.72505592269305
7000,-60.874919295385254
7500,-58.391461542741574
8000,-64.93467990999086
8500,-60.10256516212973
9000,-56.857592587833864
9500,-56.67788919832511
10000,-52.730820307754776
10500,-54.54376905682567
11000,-46.838560391173175
11500,-47.14151884473934
12000,-45.15434594133481
12500,-44.724280605691874
13000,-48.20359504939212
13500,-45.16666136942601
14000,-43.536348504844746
14500,-42.12191065018994
15000,-45.25349284484008
15500,-44.30401182987746
16000,-45.85821591578597
16500,-45.23883516798382
17000,-44.261960979505005
17500,-44.96153008213867
18000,-46.311262988751714
18500,-45.72887357927189
19000,-43.010563701197405
19500,-45.8835156396093
20000,-46.13883339788763
20500,-41.899352871486215
21000,-46.02085359919528
21500,-43.75704327169
22000,-45.33611241503777
22500,-45.205936103207925
23000,-46.43491871698717
23500,-46.32060472883934
24000,-44.87710575688863
24500,-42.68526344317606
25000,-42.78412140211954
25500,-45.611712691199514
26000,-45.07423144622456
26500,-47.527442994888816
27000,-47.10328343353762
27500,-44.849728947319996
28000,-43.775476794294924
28500,-43.265461643597696
29000,-47.108014567554065
29500,-44.512580621458255
30000,-45.81498062038985
30500,-43.283168603378655
31000,-43.62502357660517
31500,-41.995182011356654
32000,-40.301016049849764
32500,-38.75482595280457
33000,-38.03686675288864
33500,-35.724088959450526
34000,-37.48899156979442
34500,-37.24938614834235
35000,-39.22561664280347
35500,-37.92723058626487
36000,-33.66603954567536
36500,-36.95163076170899
37000,-36.79687594185336
37500,-39.80370152260067
38000,-37.02687617913741
38500,-36.95114375341978
39000,-35.68026011769699
39500,-35.34264491865009
40000,-34.583862235403046
40500,-35.780029799864266
41000,-35.068777843211315
41500,-35.37035187787022
42000,-35.46310533569987
42500,-36.19677961492963
43000,-34.30179382348731
43500,-35.094992519341226
44000,-36.813904236715295
44500,-34.98571389667212
45000,-33.646629750651364
45500,-37.43246092367744
46000,-33.69959979878334
46500,-33.480971831249704
47000,-35.80364410933061
47500,-36.016009079609304
48000,-34.258997308520364
48500,-33.500543971991775
49000,-33.651772515032356
49500,-34.580196136114054
50000,-33.32296214988611
50500,-32.67176806968326
51000,-32.740218040832076
51500,-32.51316548543034
52000,-36.35848363188899
52500,-33.123643929076685
53000,-31.62052445947147
53500,-33.841784407924145
54000,-32.863672768101615
54500,-35.08133594679179
55000,-33.34901413909157
55500,-34.597744649087915
56000,-33.834201123166174
56500,-33.61042465628039
57000,-33.83628579756571
57500,-32.94476344455485
58000,-34.598467619291156
58500,-36.54130798317471
59000,-34.43718964532431
59500,-34.47817607975662
60000,-35.29273008033186
