episode,run_0
500,-25.835693204370937
1000,-26.384142535375585
1500,-25.77157917042781
2000,-14.245282294377535
2500,-11.513347502981684
3000,-9.039917719133628
3500,-9.360724138180544
4000,-9.470034891277482
4500,-8.813373680152203
5000,-9.250772334606296
5500,-9.097281985347507
6000,-8.832320783168935
6500,-8.872751037433105
7000,-8.693746135238191
7500,-8.853622517221556
8000,-8.980724417162588
8500,-8.724473146865442
9000,-9.190217226859811
9500,-9.27272806083818
10000,-9.09336453107633
10500,-8.444354521789974
11000,-9.076472621877034
11500,-8.54238962453816
12000,-8.998929160276878
12500,-8.921694786366386
13000,-9.175164390551368
13500,-8.900870468578779
14000,-8.906039013119747
14500,-8.672761689530857
15000,-8.479263266473694
15500,-8.48775705475943
16000,-8.532180433467655
16500,-8.590882379159519
17000,-8.74225526948631
17500,-8.501933780695119
18000,-8.47978864020218
18500,-8.350759552382387
19000,-8.215834017385335
19500,-8.87188260878027
20000,-9.045798399060958
20500,-8.962480463159608
21000,-8.948312812317967
21500,-8.83341737276435
22000,-8.745713244651315
22500,-8.538060309020516
23000,-8.491044648527208
23500,-8.525877845523826
24000,-8.728489429063044
24500,-8.400009771056215
25000,-8.84066160649076
25500,-8.601575383103832
26000,-8.612367284569187
26500,-9.021343902701108
27000,-8.771949082172139
27500,-8.852885138165819
28000,-9.160870655417977
28500,-8.893810682954577
29000,-9.009940607393652
29500,-9.428716688344872
30000,-9.256284078025464
30500,-9.292480048981593
31000,-9.159719740157605
31500,-9.405797588494321
32000,-9.265991891701342
32500,-9.494079039226424
33000,-9.347962203165585
33500,-9.572034033902462
34000,-9.153203462111668
34500,-9.558407681391753
35000,-9.499848880768361
35500,-9.525874670969184
36000,-9.64436772711662
36500,-9.873941615839927
37000,-9.754138928115081
37500,-9.471133786754343
38000,-9.583054101783699
38500,-9.29220781984624
39000,-9.039694919210953
39500,-9.092805848536774
40000,-8.786717219189871
40500,-9.173918366128612
41000,-9.062862401230094
41500,-8.823156288491097
42000,-9.216801898383746
42500,-8.997097787597102
43000,-9.446991885712801
43500,-9.235782401006054
44000,-9.278427714686032
44500,-9.091965987243134
45000,-8.93543208548274
45500,-9.439091775686409
46000,-9.681606435663818
46500,-9.392294916279493
47000,-9.257660663292635
47500,-9.69679174678586
48000,-9.922000854735005
48500,-10.127394410389957
49000,-9.832757486802064
49500,-9.6525343427922
50000,-9.358735256935564
50500,-9.181983000359642
51000,-9.064983105502751
51500,-9.169436982132721
52000,-9.218565559413303
52500,-9.538393039001239
53000,-9.077896739377794
53500,-9.278515406494563
54000,-9.249004729368089
54500,-9.538214349100643
55000,-9.737762954292561
55500,-9.794233015188873
56000,-9.450287135721462
56500,-9.196750908942027
57000,-9.727572095694532
57500,-9.712630271129536
58000,-9.120015480892391
58500,-9.777514357597838
59000,-10.098561466345876
59500,-9.450853872866858
60000,-9.977163656417153
