episode,run_0
500,-684.4852356497086
1000,-682.0107402972928
1500,-950.8149064915442
2000,-656.610691272411
2500,-596.9783952362918
3000,-598.5304993612526
3500,-590.6746169077567
4000,-557.1239150986268
4500,-542.0643850870281
5000,-539.3631674285318
5500,-530.1126142963255
6000,-534.0818697966331
6500,-528.4554679862096
7000,-526.6539995347308
7500,-518.2100246988487
8000,-518.1601579627355
8500,-518.4406204903171
9000,-518.5381668225402
9500,-512.7881334500385
10000,-509.5551246661862
10500,-506.0684229356664
11000,-514.2663211632291
11500,-510.9906395306166
12000,-508.76465241867385
12500,-510.9815151737904
13000,-506.3380806140109
13500,-491.95779785864823
14000,-500.98985391716775
14500,-496.4926964635162
15000,-499.57698372527943
15500,-492.27385101675793
16000,-491.34366115969397
16500,-490.08884580300844
17000,-488.10871630352403
17500,-490.77926542930385
18000,-481.21278395147203
18500,-487.1639695419955
19000,-491.6926304580662
19500,-489.6823560820076
20000,-490.6461840602325
20500,-488.15562192898744
21000,-495.7793001321434
21500,-492.9565317423642
22000,-492.62819056265346
22500,-487.92684062508806
23000,-490.6912861507761
23500,-494.31124203564326
24000,-492.32412907078594
24500,-488.3746771503722
25000,-489.64395560646335
25500,-482.94354401052334
26000,-492.83387208756074
26500,-488.12588332785305
27000,-479.3921173356753
27500,-475.96280003295556
28000,-479.5854758470334
28500,-478.9776053509072
29000,-480.6206253552922
29500,-473.06439243196286
30000,-473.1567924964224
30500,-478.9911694782447
31000,-478.4831403995189
31500,-470.6844340930913
32000,-472.6397607878829
32500,-477.4972312517702
33000,-468.96992847718354
33500,-471.4112446647078
34000,-470.4319479224797
34500,-471.49672698739727
35000,-468.14962616212074
35500,-459.98030301579325
36000,-470.263679967019
36500,-455.2738338804328
37000,-470.74072532961105
37500,-463.5101670288669
38000,-467.27691057236433
38500,-458.00791674415603
39000,-460.7653631214109
39500,-458.59014377385114
40000,-456.34652528456354
40500,-457.38472046450397
41000,-454.2672751582022
41500,-449.08063490913463
42000,-457.7585085476401
42500,-451.79059226471105
43000,-453.7938959506421
43500,-455.47184293879906
44000,-449.76261851396936
44500,-455.067726181051
45000,-453.6720300271441
45500,-449.06971875235763
46000,-449.81397793058596
46500,-444.5212834527433
47000,-447.8328993739185
47500,-444.9272379717641
48000,-445.2714685639932
48500,-447.9608028072477
49000,-451.2200303714295
49500,-448.9716621390194
50000,-447.85207390050704
50500,-451.42917891139905
51000,-448.9260667113699
51500,-450.68359357175
52000,-446.41480414457095
52500,-449.5882476654386
53000,-437.22439749875275
53500,-441.33844452264566
54000,-442.4924990745228
54500,-448.20976141597527
55000,-445.4911152179164
55500,-446.3756823469451
56000,-437.561945100983
56500,-443.1618881785517
57000,-440.54819329463265
57500,-436.07242430958524
58000,-442.4218568831657
58500,-446.7426237252265
59000,-433.4746328861195
59500,-441.3337288384452
60000,-442.6984213302057
