sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,-447.25,0.85,-460.30,3.80,-444.53,6.40,-444.53,0.61
0.10,-474.33,0.88,-477.59,3.80,-478.15,6.40,-477.59,-0.69
0.25,-508.53,0.86,-509.66,3.81,-532.75,6.37,-509.66,-0.22
0.50,-610.79,0.87,-564.26,3.78,-640.79,6.41,-564.26,7.62
0.75,-740.49,0.86,-651.72,3.79,-838.63,6.39,-651.72,11.99
1.00,-1094.74,0.87,-782.62,3.80,-1156.20,6.37,-782.62,28.51
