sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,-401.24,0.87,-435.30,3.73,-410.18,6.33,-410.18,-2.23
0.10,-432.87,0.86,-457.50,3.71,-443.75,6.21,-443.75,-2.51
0.25,-475.30,0.85,-488.68,3.77,-501.84,6.21,-488.68,-2.82
0.50,-570.39,0.84,-553.61,3.75,-618.41,6.20,-553.61,2.94
0.75,-740.25,0.84,-639.88,3.74,-803.59,6.20,-639.88,13.56
1.00,-1054.97,0.87,-761.50,3.75,-1113.23,6.21,-761.50,27.82
