sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,-32.95,1.14,-57.86,6.38,-62.80,9.98,-57.86,-75.57
0.10,-40.38,1.22,-58.98,6.36,-66.59,9.67,-58.98,-46.07
0.25,-65.40,1.44,-58.34,6.49,-64.79,9.61,-58.34,10.79
0.50,-149.83,1.12,-61.52,6.95,-62.54,9.78,-61.52,58.94
0.75,-261.94,1.13,-58.82,6.40,-63.30,10.09,-58.82,77.54
1.00,-385.71,1.17,-61.45,6.34,-62.97,10.40,-61.45,84.07
