sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,3.63,1.68,0.19,7.23,3.62,11.21,3.62,-0.20
0.10,2.68,1.95,1.49,6.95,2.95,11.18,2.95,9.95
0.25,-0.06,1.50,0.34,7.09,2.59,10.81,2.59,4628.02
0.50,-13.31,1.89,-0.17,7.68,-1.76,11.86,-0.17,98.70
0.75,-35.87,1.41,-1.69,7.13,-8.68,10.59,-1.69,95.29
1.00,-70.51,1.93,-4.00,7.04,-19.34,11.45,-4.00,94.32
