sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,-9.01,1.10,-10.59,6.19,-13.11,9.89,-10.59,-17.45
0.10,-11.22,1.23,-10.85,6.36,-13.58,10.43,-10.85,3.34
0.25,-14.71,1.13,-11.55,6.82,-13.70,10.30,-11.55,21.46
0.50,-21.45,1.14,-12.25,6.23,-13.35,8.71,-12.25,42.90
0.75,-30.67,0.47,-13.31,6.50,-14.22,10.30,-13.31,56.62
1.00,-41.23,1.24,-14.02,5.44,-14.54,8.64,-14.02,66.00
