sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,56.68,1.09,20.46,4.05,18.21,6.86,20.46,-63.90
0.10,44.06,1.09,19.56,4.09,13.43,6.84,19.56,-55.61
0.25,27.75,1.10,13.43,4.12,3.34,6.84,13.43,-51.62
0.50,-2.25,1.10,0.79,4.08,-18.63,6.86,0.79,135.14
0.75,-31.29,1.12,-18.90,4.05,-45.92,6.84,-18.90,39.59
1.00,-59.89,1.10,-37.88,4.04,-77.63,6.84,-37.88,36.76
