sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,-31.31,1.11,-57.57,6.75,-62.78,9.86,-57.57,-83.86
0.10,-37.82,1.10,-58.67,6.43,-66.51,10.02,-58.67,-55.13
0.25,-60.65,1.12,-58.19,6.45,-64.84,10.43,-58.19,4.06
0.50,-134.54,1.29,-60.83,6.72,-62.52,9.66,-60.83,54.79
0.75,-251.33,1.13,-58.89,7.02,-63.26,9.71,-58.89,76.57
1.00,-369.21,1.16,-61.34,6.07,-63.03,9.77,-61.34,83.39
