sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,-32.11,1.15,-60.13,6.67,-62.99,10.40,-60.13,-87.28
0.10,-39.33,1.12,-61.10,6.46,-66.66,10.52,-61.10,-55.36
0.25,-62.27,1.07,-60.01,6.25,-64.90,9.78,-60.01,3.62
0.50,-145.61,1.12,-62.18,6.30,-62.51,10.40,-62.18,57.30
0.75,-250.49,1.15,-59.28,6.46,-63.30,10.11,-59.28,76.33
1.00,-384.83,1.12,-60.99,6.31,-62.92,10.06,-60.99,84.15
