sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,103.11,1.10,58.72,4.15,55.83,6.94,58.72,-43.06
0.10,80.85,1.12,50.12,4.13,43.70,7.01,50.12,-38.00
0.25,56.65,1.09,33.05,4.15,36.56,6.97,36.56,-35.47
0.50,14.17,1.11,15.18,4.13,5.90,6.91,15.18,7.12
0.75,-15.32,1.09,-4.42,4.13,-22.93,6.99,-4.42,71.14
1.00,-38.48,1.11,-20.00,4.10,-48.20,7.04,-20.00,48.02
