sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,-8.65,1.12,-10.45,6.28,-13.02,9.99,-10.45,-20.84
0.10,-11.03,1.10,-10.75,6.41,-13.55,10.07,-10.75,2.61
0.25,-14.75,1.12,-11.44,6.33,-13.65,10.04,-11.44,22.40
0.50,-21.26,1.12,-12.25,6.31,-13.33,10.29,-12.25,42.39
0.75,-30.35,1.10,-13.27,6.57,-14.23,10.02,-13.27,56.29
1.00,-41.21,1.10,-14.07,6.22,-14.58,9.85,-14.07,65.87
