sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,-456.24,0.85,-470.43,3.81,-459.28,6.39,-459.28,-0.67
0.10,-478.38,0.86,-481.46,3.79,-481.05,6.42,-481.05,-0.56
0.25,-506.38,0.87,-512.65,3.76,-531.75,6.42,-512.65,-1.24
0.50,-593.74,0.85,-562.42,3.80,-628.36,6.41,-562.42,5.28
0.75,-756.63,0.84,-654.08,3.81,-803.20,6.42,-654.08,13.55
1.00,-1084.29,0.84,-772.88,3.80,-1154.68,6.42,-772.88,28.72
