sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,66.97,1.08,20.11,4.15,13.59,7.00,20.11,-69.97
0.10,52.71,1.09,19.68,4.15,4.65,7.07,19.68,-62.66
0.25,34.45,1.09,11.04,4.16,-3.83,7.05,11.04,-67.95
0.50,3.42,1.10,0.09,4.15,-29.82,7.06,0.09,-97.38
0.75,-21.39,1.11,-17.30,4.12,-52.95,7.00,-17.30,19.11
1.00,-49.98,1.12,-31.32,4.14,-80.41,7.03,-31.32,37.33
