sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,4.31,1.81,-0.31,7.15,4.06,11.34,4.06,-5.67
0.10,0.50,1.78,0.80,7.02,2.07,11.31,2.07,316.83
0.25,-3.81,1.97,-1.14,7.06,0.72,11.48,0.72,118.95
0.50,-17.92,1.87,-2.33,7.07,-4.71,11.16,-2.33,87.02
0.75,-42.21,1.72,-3.80,6.77,-11.29,11.18,-3.80,91.00
1.00,-73.81,1.79,-5.90,7.02,-22.19,11.20,-5.90,92.01
