noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,4.71,0.37,4.50,0.40,4.27,3.49,4.14,6.08,4.27,-5.24
0.00,1.00,4.71,0.37,-3.11,0.40,3.03,3.43,-3.21,6.08,3.03,197.26
0.00,2.00,4.71,0.37,-16.38,0.40,1.74,3.47,-8.75,6.10,1.74,110.61
0.00,3.00,4.71,0.37,-23.17,0.41,1.99,3.44,-10.66,6.10,1.99,108.58
