noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1.00,0.00,-8.75,-27.90,-13.80,-14.45,-2975.24,-13.80,50.52
1.00,1.00,-8.75,-21.21,-13.09,-13.51,-14228615.67,-13.09,38.28
1.00,2.00,-8.75,-25.31,-13.10,-14.50,-40820450.88,-13.10,48.26
1.00,3.00,-8.75,-27.15,-13.10,-13.62,-24.06,-13.10,51.76
