noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,5.05,-2.74,0.53,-0.53,-516.59,0.53,119.31
0.00,0.40,5.05,-2.49,0.31,-0.73,-500.63,0.31,112.60
0.00,0.80,5.05,-3.18,0.22,-0.93,-510.57,0.22,106.78
0.00,1.20,5.05,-3.03,0.03,-1.22,-512.41,0.03,101.09
0.00,1.60,5.05,-3.45,0.49,-0.70,-509.24,0.49,114.11
0.00,2.00,5.05,-2.90,-0.01,-0.60,-513.81,-0.01,99.49
0.00,2.40,5.05,-3.04,0.24,-1.13,-515.37,0.24,108.02
0.00,2.80,5.05,-3.04,0.08,-1.00,-506.70,0.08,102.61
0.00,3.00,5.05,-3.02,0.80,-0.88,-508.93,0.80,126.49
