noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,-8.35,1.59,-8.91,1.17,-10.44,7.23,-13.01,10.28,-10.44,-17.20
0.00,1.00,-8.35,1.59,-16.99,1.12,-11.89,6.83,-13.77,10.89,-11.89,30.02
0.00,2.00,-8.35,1.59,-24.45,1.11,-13.14,7.24,-14.31,10.76,-13.14,46.28
0.00,3.00,-8.35,1.59,-27.90,1.64,-13.52,6.68,-14.49,10.37,-13.52,51.56
