noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1.00,0.00,-462.43,0.77,-457.06,0.82,-472.59,3.92,-457.72,6.40,-457.72,-0.14
1.00,1.00,-462.43,0.77,-555.83,0.82,-535.34,3.84,-556.72,6.41,-535.34,3.69
1.00,2.00,-462.43,0.77,-633.02,0.82,-595.12,3.95,-644.73,7.03,-595.12,5.99
1.00,3.00,-462.43,0.77,-690.38,0.82,-619.45,3.82,-690.40,6.36,-619.45,10.27
